gigtrust_id,grs,grs_band,engine_amount,engine_rate,sanctioned_amount,approved,defaulted
GT-UPC-2305-17BZW-D,753,RELIABLE,26500,0.2191,28800.0,1,0
GT-GJW-2110-1C13A-8,431,BUILDING,0,0.3,0.0,0,1
GT-GJW-2210-NTYAR-G,827,STRONG,42500,0.1752,50800.0,1,0
GT-WBD-2202-BD3JW-D,917,PRIME,100500,0.1456,91500.0,1,0
GT-TNH-2108-8N88Q-R,581,EMERGING,10500,0.3,0.0,0,1
GT-KLR-2310-C1HJ3-U,867,STRONG,61000,0.1702,67800.0,1,0
GT-WBR-2209-V40F5-P,547,EMERGING,4500,0.3,0.0,0,1
GT-TNR-2402-HWMS7-J,841,STRONG,62500,0.1733,57200.0,1,0
GT-GJR-2304-KGT7G-1,743,RELIABLE,34000,0.2215,38000.0,1,1
GT-MHF-2106-Y4Z9P-Z,586,EMERGING,9000,0.3,9600.0,1,0
GT-TNR-2201-MVYW6-M,748,RELIABLE,35000,0.2203,30400.0,1,0
GT-MHD-2108-D2Q15-3,880,STRONG,91000,0.1689,103100.0,1,0
GT-KAC-2101-FXVDG-K,796,RELIABLE,35000,0.2102,33800.0,1,0
GT-RJC-2105-HQ6FH-4,811,STRONG,80000,0.1777,89000.0,1,0
GT-TGR-2303-9YE5H-W,728,RELIABLE,29500,0.2256,28700.0,1,1
GT-RJH-2109-TFWYX-K,604,EMERGING,11000,0.3,10800.0,1,1
GT-GJR-2303-TFWGP-N,520,EMERGING,16500,0.3,0.0,0,0
GT-DLR-2108-TV7QP-8,680,RELIABLE,38000,0.2411,45200.0,1,0
GT-DLC-2110-553ZK-5,819,STRONG,56000,0.1764,43800.0,1,0
GT-TGF-2211-0QDCR-9,610,EMERGING,8000,0.3,8200.0,1,1
GT-KAW-2211-QGD5S-B,668,RELIABLE,16500,0.2458,0.0,0,0
GT-WBR-2311-PMPZ1-X,702,RELIABLE,23500,0.2334,27600.0,1,1
GT-TGR-2201-ARH5Z-X,649,EMERGING,10500,0.2939,8700.0,1,1
GT-MHD-2312-TRNKZ-H,741,RELIABLE,25500,0.2221,22900.0,1,0
GT-WBH-2308-S22XN-K,600,EMERGING,20000,0.3,19200.0,1,1
GT-RJD-2102-WVKWD-4,600,EMERGING,8500,0.3,0.0,0,1
GT-KLR-2111-H8ZHJ-I,791,RELIABLE,35000,0.2112,40500.0,1,0
GT-TGD-2105-VZKB5-5,600,EMERGING,14000,0.3,13800.0,1,0
GT-KAF-2402-DQ9V8-V,689,RELIABLE,22500,0.2379,20700.0,1,1
GT-RJR-2301-J5J4D-Z,758,RELIABLE,27500,0.2179,29000.0,1,0
GT-WBW-2302-R7FVE-3,622,EMERGING,8000,0.3,0.0,0,1
GT-UPR-2107-CE9X8-O,701,RELIABLE,25000,0.2337,24200.0,1,0
GT-KAD-2208-GCRJ4-K,761,RELIABLE,30000,0.2173,34400.0,1,0
GT-DLD-2101-PNSXY-D,795,RELIABLE,31000,0.2104,32400.0,1,0
GT-DLD-2110-B6HY6-T,809,STRONG,44000,0.178,32200.0,1,0
GT-UPW-2302-TH476-O,795,RELIABLE,36000,0.2104,39300.0,1,0
GT-GJW-2309-W32JN-8,600,EMERGING,13500,0.3,0.0,0,1
GT-UPR-2303-7T0F5-R,755,RELIABLE,36500,0.2186,32700.0,1,0
GT-TNR-2307-C82KT-H,803,STRONG,41500,0.179,49100.0,1,0
GT-TND-2403-XAKS6-R,734,RELIABLE,25500,0.2239,22200.0,1,0
GT-MHC-2212-KYZ40-L,753,RELIABLE,26000,0.2191,25800.0,1,0
GT-DLH-2203-2V4PE-Z,772,RELIABLE,28000,0.2149,30500.0,1,0
GT-MHW-2108-EENG5-X,669,RELIABLE,22500,0.2454,22700.0,1,1
GT-RJD-2108-Z4DAS-P,734,RELIABLE,25000,0.2239,25800.0,1,0
GT-GJR-2307-DZFYN-H,686,RELIABLE,26500,0.2389,0.0,0,0
GT-GJH-2306-90ZV2-4,743,RELIABLE,43000,0.2215,0.0,0,0
GT-RJD-2101-ZTK31-I,813,STRONG,47000,0.1774,50100.0,1,0
GT-UPF-2204-FEKZ2-J,710,RELIABLE,21500,0.2308,17000.0,1,0
GT-TNH-2403-WS4BE-5,721,RELIABLE,27000,0.2275,28100.0,1,0
GT-TNW-2308-VVH8X-V,600,EMERGING,11500,0.3,9300.0,1,0
GT-MHF-2203-7NQ2R-M,632,EMERGING,8500,0.3,10500.0,1,0
GT-UPR-2104-9PY05-A,778,RELIABLE,38500,0.2136,0.0,0,0
GT-RJC-2301-FQAJX-1,600,EMERGING,11500,0.3,0.0,0,0
GT-UPR-2111-1NT47-V,853,STRONG,59000,0.1718,64300.0,1,0
GT-TGC-2311-XEDW7-D,687,RELIABLE,29000,0.2386,22300.0,1,1
GT-TNR-2102-6DZJD-Y,933,PRIME,105500,0.1444,107400.0,1,0
GT-TGW-2112-RQ70H-I,710,RELIABLE,28500,0.2308,29100.0,1,1
GT-DLC-2207-CHTR4-X,712,RELIABLE,20500,0.2302,0.0,0,0
GT-MHR-2310-Z2JTE-O,658,RELIABLE,27500,0.2499,29500.0,1,1
GT-TGD-2109-JFRWX-P,633,EMERGING,9500,0.3,9400.0,1,0
GT-DLD-2102-6DERA-1,878,STRONG,85000,0.169,72000.0,1,0
GT-UPW-2309-WV306-6,845,STRONG,76500,0.1728,79500.0,1,0
GT-KLF-2311-NXXYH-I,795,RELIABLE,35000,0.2104,39900.0,1,0
GT-MHD-2303-WXQN5-M,676,RELIABLE,21500,0.2427,21000.0,1,0
GT-KAC-2304-8CZJ7-I,923,PRIME,123000,0.1451,115600.0,1,0
GT-RJC-2306-AXMS7-I,703,RELIABLE,18500,0.2331,0.0,0,0
GT-DLC-2401-TVQBW-P,725,RELIABLE,25000,0.2264,26400.0,1,0
GT-DLF-2205-89B76-T,830,STRONG,47000,0.1748,48200.0,1,0
GT-RJH-2309-01WF5-N,801,STRONG,49500,0.1794,56100.0,1,0
GT-RJC-2110-REZXN-G,933,PRIME,104000,0.1444,98200.0,1,0
GT-WBD-2112-V2BA5-U,806,STRONG,40500,0.1785,40400.0,1,0
GT-MHH-2309-GX7G5-J,722,RELIABLE,22500,0.2272,0.0,0,0
GT-UPR-2204-NSFXQ-C,706,RELIABLE,20000,0.2321,19500.0,1,1
GT-UPC-2110-M066B-S,508,EMERGING,9000,0.3,0.0,0,0
GT-TGW-2402-ZE6EJ-W,706,RELIABLE,23500,0.2321,0.0,0,0
GT-WBF-2204-CPTS8-I,860,STRONG,65000,0.171,63000.0,1,0
GT-WBD-2105-T2PPG-3,600,EMERGING,16000,0.3,0.0,0,0
GT-GJD-2204-97S42-9,780,RELIABLE,32000,0.2133,31400.0,1,0
GT-WBD-2205-BGMX0-J,675,RELIABLE,22000,0.243,18500.0,1,1
GT-KLF-2207-C5A8Z-U,822,STRONG,53000,0.176,51500.0,1,0
GT-KAC-2211-VVDS1-2,842,STRONG,54000,0.1732,40200.0,1,0
GT-KAD-2401-G14KM-9,834,STRONG,51000,0.1743,47900.0,1,0
GT-MHD-2209-Y14G5-P,768,RELIABLE,35000,0.2157,28600.0,1,0
GT-MHF-2203-7PCG6-6,681,RELIABLE,18000,0.2407,18900.0,1,0
GT-TGD-2306-66PCG-D,825,STRONG,47500,0.1755,44700.0,1,0
GT-KAD-2208-EMH2Z-P,498,BUILDING,0,0.3,0.0,0,1
GT-MHD-2301-T7RHP-J,789,RELIABLE,41500,0.2115,40100.0,1,0
GT-WBF-2305-NQQQ0-G,940,PRIME,106500,0.144,103400.0,1,0
GT-RJF-2204-FF11D-C,649,EMERGING,9500,0.2939,8800.0,1,0
GT-RJC-2206-GWKJ4-R,675,RELIABLE,26000,0.243,0.0,0,0
GT-DLD-2306-4C5ZE-2,740,RELIABLE,33000,0.2223,39500.0,1,0
GT-KAD-2101-DR8ZJ-B,731,RELIABLE,29500,0.2247,29300.0,1,0
GT-UPW-2208-HYHNN-M,832,STRONG,51500,0.1746,42700.0,1,0
GT-UPH-2206-YSZK6-B,830,STRONG,63000,0.1748,66000.0,1,0
GT-KLR-2111-PGBQ1-Y,751,RELIABLE,22500,0.2196,23500.0,1,0
GT-TGC-2202-6BK3N-I,600,EMERGING,24500,0.3,0.0,0,0
GT-KAW-2203-JXRVN-Z,738,RELIABLE,29500,0.2229,31000.0,1,1
GT-KLC-2112-464W3-X,946,PRIME,160500,0.1436,180800.0,1,0
GT-DLR-2102-SQ5HT-Q,743,RELIABLE,34000,0.2215,33300.0,1,1
GT-TND-2101-Z1132-1,757,RELIABLE,29000,0.2182,29500.0,1,0
GT-TGD-2104-R3H74-N,627,EMERGING,9000,0.3,0.0,0,0
GT-KLW-2101-B26PX-K,720,RELIABLE,24000,0.2278,26100.0,1,0
GT-TNC-2402-YBRNM-K,853,STRONG,73500,0.1718,80400.0,1,0
GT-WBR-2107-KK9H6-C,631,EMERGING,10000,0.3,11500.0,1,0
GT-WBD-2102-9X3ZV-K,568,EMERGING,7500,0.3,0.0,0,1
GT-KLD-2103-3PM8G-D,600,EMERGING,20000,0.3,15200.0,1,1
GT-KLF-2201-6CWPR-V,680,RELIABLE,36000,0.2411,44000.0,1,0
GT-GJC-2108-578JZ-A,720,RELIABLE,26000,0.2278,26200.0,1,0
GT-MHR-2211-R2CVW-G,726,RELIABLE,31500,0.2261,0.0,0,0
GT-TNF-2212-8M3FY-K,593,EMERGING,13000,0.3,13000.0,1,0
GT-GJR-2301-N6G3K-U,832,STRONG,53000,0.1746,55700.0,1,0
GT-RJC-2308-81Z97-9,823,STRONG,52000,0.1758,54500.0,1,0
GT-UPW-2205-ZPJ89-0,577,EMERGING,6500,0.3,0.0,0,1
GT-TGD-2302-X5PKB-1,865,STRONG,82500,0.1704,100100.0,1,0
GT-GJF-2106-ZWFT3-0,775,RELIABLE,30000,0.2142,30300.0,1,0
GT-TNC-2106-T16RZ-G,838,STRONG,52000,0.1737,42900.0,1,0
GT-GJH-2109-R7T93-R,831,STRONG,56000,0.1747,42200.0,1,0
GT-TGF-2107-VGTQF-3,600,EMERGING,16000,0.3,0.0,0,0
GT-GJD-2307-HGCHP-P,818,STRONG,33000,0.1766,32700.0,1,0
GT-RJR-2209-1Z8VG-P,805,STRONG,38500,0.1787,40600.0,1,0
GT-RJF-2101-H8V2F-P,552,EMERGING,8000,0.3,0.0,0,1
GT-UPD-2102-35HJ8-W,611,EMERGING,12000,0.3,0.0,0,1
GT-UPH-2210-4ZF8B-4,761,RELIABLE,33500,0.2173,27200.0,1,0
GT-MHD-2103-R0PSP-N,759,RELIABLE,27000,0.2177,0.0,0,0
GT-MHC-2104-S3S2G-L,793,RELIABLE,32000,0.2107,35800.0,1,0
GT-RJR-2306-S7QKM-X,808,STRONG,54500,0.1782,39400.0,1,0
GT-WBD-2107-ABTS5-6,843,STRONG,68000,0.1731,60600.0,1,0
GT-TGR-2309-WRYA6-Y,861,STRONG,67000,0.1709,69200.0,1,0
GT-GJF-2108-RK2M5-J,702,RELIABLE,22000,0.2334,16900.0,1,0
GT-KAC-2211-S1PPB-W,756,RELIABLE,29000,0.2184,30100.0,1,0
GT-MHR-2303-67JBE-N,637,EMERGING,13500,0.2995,0.0,0,0
GT-MHD-2311-NET58-T,600,EMERGING,10500,0.3,0.0,0,0
GT-WBC-2108-XJV4Y-K,764,RELIABLE,30000,0.2166,29500.0,1,0
GT-KAR-2305-PZSM6-T,522,EMERGING,5500,0.3,0.0,0,1
GT-KAD-2401-PDK36-V,921,PRIME,79000,0.1453,92900.0,1,0
GT-GJC-2307-K2E4R-2,842,STRONG,64500,0.1732,63200.0,1,1
GT-UPD-2205-6NRJ1-X,688,RELIABLE,28000,0.2382,25900.0,1,0
GT-DLD-2102-H0WVZ-8,902,PRIME,65500,0.1468,54300.0,1,0
GT-GJR-2302-MPQ0B-D,726,RELIABLE,23500,0.2261,19600.0,1,0
GT-KAF-2209-FAPW9-2,773,RELIABLE,26000,0.2146,26700.0,1,1
GT-TGR-2311-ST07M-D,697,RELIABLE,19500,0.235,22100.0,1,0
GT-TNC-2112-TRC85-O,878,STRONG,67500,0.169,71200.0,1,0
GT-TND-2204-6E4AP-J,520,EMERGING,13000,0.3,0.0,0,1
GT-RJH-2303-R129C-R,815,STRONG,53000,0.1771,49100.0,1,0
GT-KAD-2303-8Z7JA-A,859,STRONG,73500,0.1711,70800.0,1,0
GT-GJD-2306-HY1XQ-C,796,RELIABLE,38500,0.2102,42400.0,1,0
GT-DLD-2101-D0KW9-L,772,RELIABLE,26500,0.2149,26700.0,1,0
GT-TGD-2105-512T1-B,849,STRONG,66500,0.1723,71100.0,1,1
GT-DLR-2207-W9P8Q-3,680,RELIABLE,64000,0.2411,73100.0,1,0
GT-UPC-2208-GFZZF-V,740,RELIABLE,17500,0.2223,19900.0,1,0
GT-KAW-2101-3S50J-G,759,RELIABLE,37500,0.2177,41500.0,1,1
GT-KAW-2101-834ET-Z,779,RELIABLE,31500,0.2134,39500.0,1,0
GT-TND-2101-EVQQN-5,826,STRONG,63500,0.1754,70800.0,1,0
GT-RJC-2110-5BWD7-F,600,EMERGING,9000,0.3,0.0,0,0
GT-KAR-2108-6HCWZ-D,600,EMERGING,19500,0.3,20900.0,1,0
GT-MHW-2303-RKBEY-7,520,EMERGING,11500,0.3,0.0,0,1
GT-TGW-2308-PV0DH-C,600,EMERGING,12000,0.3,0.0,0,0
GT-KAD-2203-SNYEF-U,697,RELIABLE,19000,0.235,21900.0,1,0
GT-WBR-2103-STWZV-J,754,RELIABLE,33500,0.2188,27200.0,1,1
GT-TNC-2108-2NS88-4,899,STRONG,85000,0.1671,88800.0,1,0
GT-GJD-2104-TCKW5-I,777,RELIABLE,30500,0.2139,31700.0,1,0
GT-KAF-2212-SHBE0-2,674,RELIABLE,15000,0.2434,0.0,0,1
GT-MHH-2207-ZH8M8-L,520,EMERGING,13000,0.3,0.0,0,0
GT-MHR-2308-70V30-Z,892,STRONG,54000,0.1677,49700.0,1,0
GT-UPR-2107-2SZN5-T,808,STRONG,50000,0.1782,56100.0,1,0
GT-UPR-2103-6Z286-Q,803,STRONG,53500,0.179,49500.0,1,0
GT-MHW-2309-PS8D4-T,743,RELIABLE,24500,0.2215,22500.0,1,0
GT-TGR-2304-3JPF4-F,849,STRONG,58000,0.1723,55300.0,1,0
GT-UPR-2207-79PF2-Z,648,EMERGING,9000,0.2943,0.0,0,1
GT-KAD-2311-4GRPQ-T,777,RELIABLE,30000,0.2139,28600.0,1,0
GT-MHH-2109-R9DPC-N,921,PRIME,94000,0.1453,95000.0,1,0
GT-GJC-2204-NTEN7-V,739,RELIABLE,23500,0.2226,24200.0,1,1
GT-WBF-2305-MQGQD-D,717,RELIABLE,25500,0.2287,0.0,0,0
GT-UPH-2202-34PTY-K,788,RELIABLE,39000,0.2117,28300.0,1,0
GT-TGF-2205-4ECPY-M,717,RELIABLE,22000,0.2287,0.0,0,0
GT-KLH-2104-RPSGY-A,706,RELIABLE,22000,0.2321,26300.0,1,0
GT-MHD-2105-32358-R,833,STRONG,35000,0.1744,46000.0,1,0
GT-MHD-2303-GRAE3-Z,804,STRONG,56500,0.1788,71700.0,1,0
GT-GJC-2205-HRWQ8-3,706,RELIABLE,27500,0.2321,25800.0,1,0
GT-RJR-2105-B4SZE-0,730,RELIABLE,23000,0.225,0.0,0,0
GT-KAR-2306-SY6S0-2,600,EMERGING,11500,0.3,0.0,0,0
GT-UPW-2109-DRAHG-0,741,RELIABLE,27500,0.2221,35600.0,1,0
GT-KLF-2204-FC1KC-1,723,RELIABLE,40500,0.2269,37400.0,1,0
GT-WBR-2301-47E9N-P,741,RELIABLE,35500,0.2221,35000.0,1,1
GT-RJR-2204-M2W2W-3,915,PRIME,106000,0.1457,93200.0,1,0
GT-DLR-2203-J8V3N-X,772,RELIABLE,27000,0.2149,23500.0,1,0
GT-RJD-2206-W2EZP-D,792,RELIABLE,35000,0.211,39000.0,1,0
GT-TGD-2104-XA1VP-5,841,STRONG,69500,0.1733,73700.0,1,0
GT-DLR-2307-SWCEB-3,783,RELIABLE,25000,0.2127,22500.0,1,1
GT-MHW-2312-HC6CF-E,747,RELIABLE,19500,0.2205,0.0,0,1
GT-RJR-2103-VKHTN-R,766,RELIABLE,24500,0.2161,27200.0,1,0
GT-UPR-2105-9YTSD-2,780,RELIABLE,34500,0.2133,41700.0,1,0
GT-UPF-2210-CAKP4-1,791,RELIABLE,35000,0.2112,0.0,0,1
GT-UPD-2112-CCCD5-R,787,RELIABLE,38000,0.2119,34300.0,1,0
GT-DLR-2102-TYP0N-4,737,RELIABLE,29500,0.2231,34400.0,1,0
GT-MHD-2106-E8DSW-E,611,EMERGING,10000,0.3,10500.0,1,0
GT-GJF-2401-MSBZK-Z,772,RELIABLE,30000,0.2149,36200.0,1,0
GT-DLD-2105-MJYC2-L,714,RELIABLE,31000,0.2296,31200.0,1,0
GT-GJR-2306-KR80C-A,596,EMERGING,12000,0.3,13900.0,1,1
GT-KLF-2302-9JDPB-G,799,RELIABLE,36000,0.2097,34400.0,1,0
GT-UPW-2311-QS91Q-9,829,STRONG,54000,0.175,55300.0,1,0
GT-TGW-2106-WYNX9-K,994,PRIME,132000,0.1411,144100.0,1,0
GT-KLH-2206-R9ATT-L,746,RELIABLE,36500,0.2208,35500.0,1,0
GT-WBF-2102-2EA6M-C,737,RELIABLE,21000,0.2231,21300.0,1,0
GT-TGR-2310-XTFCD-O,520,EMERGING,10000,0.3,0.0,0,1
GT-KLD-2302-6Q8AF-Y,771,RELIABLE,29500,0.2151,38200.0,1,0
GT-TND-2101-HYFGP-P,680,RELIABLE,31500,0.2411,26400.0,1,0
GT-DLD-2103-GVSSN-D,699,RELIABLE,21500,0.2344,22000.0,1,0
GT-MHD-2308-BYGVZ-B,600,EMERGING,15500,0.3,0.0,0,0
GT-GJR-2207-NDRZ7-Q,592,EMERGING,6000,0.3,0.0,0,1
GT-WBF-2307-K32KQ-9,600,EMERGING,18500,0.3,18800.0,1,0
GT-UPF-2110-5GMKF-P,705,RELIABLE,24500,0.2324,18900.0,1,1
GT-MHD-2102-VM8ES-1,809,STRONG,57500,0.178,46100.0,1,0
GT-TNR-2401-59SVG-Y,600,EMERGING,13000,0.3,15000.0,1,0
GT-MHD-2109-0Y43K-8,753,RELIABLE,25500,0.2191,23100.0,1,1
GT-TNR-2212-AT35A-K,764,RELIABLE,24000,0.2166,20800.0,1,0
GT-KLR-2203-Q414J-C,744,RELIABLE,24500,0.2213,18400.0,1,0
GT-RJD-2108-84M94-3,768,RELIABLE,27500,0.2157,26200.0,1,1
GT-TGD-2304-XG1DQ-D,847,STRONG,81000,0.1726,98400.0,1,0
GT-KAH-2108-Y722F-V,600,EMERGING,18500,0.3,20000.0,1,0
GT-KLR-2204-VTWXJ-S,890,STRONG,84500,0.1679,92300.0,1,0
GT-MHR-2311-S3QV9-U,849,STRONG,60500,0.1723,51700.0,1,0
GT-MHD-2211-SGS2P-O,767,RELIABLE,34500,0.2159,28800.0,1,0
GT-TGD-2203-ZAH9Z-7,740,RELIABLE,28500,0.2223,25100.0,1,1
GT-KLR-2209-YPPXN-R,820,STRONG,68500,0.1763,74000.0,1,0
GT-UPH-2307-52HAZ-A,862,STRONG,53000,0.1708,54600.0,1,0
GT-TND-2202-KEVFY-M,788,RELIABLE,40500,0.2117,36700.0,1,0
GT-TGD-2105-QGNPH-Q,647,EMERGING,9500,0.2948,0.0,0,0
GT-KAH-2302-VGPHP-L,659,RELIABLE,23000,0.2495,0.0,0,0
GT-DLR-2202-AVHNX-J,713,RELIABLE,25500,0.2299,27000.0,1,0
GT-GJD-2203-XJ03V-K,600,EMERGING,19000,0.3,0.0,0,0
GT-TGF-2312-0G8CA-Q,600,EMERGING,17500,0.3,17900.0,1,1
GT-KLR-2211-NTXKR-4,831,STRONG,48000,0.1747,42000.0,1,0
GT-TGH-2207-89PCA-E,838,STRONG,72000,0.1737,90100.0,1,0
GT-RJD-2312-4JXMW-E,857,STRONG,62500,0.1713,55300.0,1,0
GT-UPW-2110-ZEXJQ-D,864,STRONG,56000,0.1705,54700.0,1,0
GT-WBD-2304-1RZPH-C,660,RELIABLE,25000,0.2491,17600.0,1,0
GT-RJW-2302-3RMYD-4,753,RELIABLE,29000,0.2191,34200.0,1,0
GT-RJC-2104-KSXF8-V,712,RELIABLE,25000,0.2302,26700.0,1,0
GT-TNC-2202-TSKNZ-3,652,RELIABLE,18500,0.2526,18400.0,1,0
GT-DLC-2404-HK8GN-0,745,RELIABLE,34000,0.2211,35600.0,1,0
GT-UPF-2112-MDZYH-J,818,STRONG,58000,0.1766,63000.0,1,0
GT-KAD-2206-5251S-W,740,RELIABLE,24500,0.2223,24900.0,1,0
GT-UPD-2101-B6QNN-Y,924,PRIME,99500,0.1451,90500.0,1,0
GT-TGR-2302-KYQNW-8,600,EMERGING,19000,0.3,22200.0,1,1
GT-UPR-2403-G3GPD-C,905,PRIME,80500,0.1466,79300.0,1,0
GT-MHD-2106-4R42Y-J,713,RELIABLE,22500,0.2299,21900.0,1,0
GT-WBW-2212-AN8DT-M,757,RELIABLE,44000,0.2182,37000.0,1,1
GT-WBW-2401-SA9FH-K,641,EMERGING,9000,0.2975,10300.0,1,1
GT-KAH-2112-DES2K-7,819,STRONG,55500,0.1764,56700.0,1,0
GT-WBR-2309-V0AAK-I,721,RELIABLE,22500,0.2275,22700.0,1,0
GT-GJW-2303-9Y3BZ-C,721,RELIABLE,21500,0.2275,14300.0,1,1
GT-TGW-2206-MN3WE-A,866,STRONG,48000,0.1703,44700.0,1,0
GT-GJH-2104-N9D5E-H,815,STRONG,44500,0.1771,43900.0,1,0
GT-TNW-2212-S4PQW-0,834,STRONG,53000,0.1743,55700.0,1,0
GT-GJD-2308-6M308-2,747,RELIABLE,23500,0.2205,24000.0,1,1
GT-DLD-2103-ZWSQ8-6,741,RELIABLE,23000,0.2221,0.0,0,0
GT-DLH-2207-WF70R-E,600,EMERGING,11000,0.3,0.0,0,0
GT-KAF-2201-K9JCN-3,845,STRONG,49000,0.1728,49000.0,1,0
GT-KAW-2207-ECQ46-J,924,PRIME,110000,0.1451,128900.0,1,0
GT-MHW-2301-XQ4T7-9,786,RELIABLE,27500,0.2121,22500.0,1,0
GT-MHW-2305-DPD4X-1,904,PRIME,79000,0.1466,72200.0,1,0
GT-UPW-2401-0P9G7-I,680,RELIABLE,44500,0.2411,51600.0,1,0
GT-DLC-2109-XFFH6-Q,709,RELIABLE,23500,0.2311,25300.0,1,1
GT-TNC-2109-TWJ38-Y,848,STRONG,82500,0.1725,68900.0,1,0
GT-MHR-2112-BG2K9-5,897,STRONG,73000,0.1672,64900.0,1,0
GT-TGD-2203-P0X60-6,914,PRIME,86500,0.1459,80300.0,1,0
GT-DLD-2110-W0BX4-9,858,STRONG,59000,0.1712,55400.0,1,0
GT-TNR-2211-FZV4S-K,784,RELIABLE,38500,0.2125,41100.0,1,0
GT-KAW-2102-VKVWB-6,712,RELIABLE,25000,0.2302,0.0,0,1
GT-WBC-2203-Z2718-Y,791,RELIABLE,30500,0.2112,31400.0,1,0
GT-DLR-2307-TKYS7-Y,888,STRONG,88000,0.1681,95900.0,1,0
GT-GJD-2110-FWRWC-1,795,RELIABLE,34000,0.2104,37600.0,1,1
GT-KLR-2112-Q8D55-C,600,EMERGING,16500,0.3,14600.0,1,0
GT-TGW-2312-SBSEZ-7,730,RELIABLE,23500,0.225,27300.0,1,0
GT-WBF-2209-QF54K-6,752,RELIABLE,17000,0.2193,17700.0,1,1
GT-RJD-2102-0876Y-U,760,RELIABLE,35000,0.2175,33700.0,1,0
GT-TNR-2307-GSJFA-Y,795,RELIABLE,30500,0.2104,33600.0,1,0
GT-MHR-2310-V5DKX-C,878,STRONG,82500,0.169,70400.0,1,0
GT-UPR-2102-9CY5K-P,712,RELIABLE,23500,0.2302,20900.0,1,0
GT-GJW-2309-1SM21-V,600,EMERGING,15500,0.3,19100.0,1,0
GT-TGH-2202-QFSRH-D,674,RELIABLE,18500,0.2434,22400.0,1,1
GT-TND-2307-PFTXS-3,810,STRONG,52000,0.1779,55400.0,1,0
GT-KAD-2111-PX03H-V,870,STRONG,57000,0.1699,45700.0,1,0
GT-WBR-2110-WSPKW-4,880,STRONG,70000,0.1689,74400.0,1,0
GT-WBD-2110-9SR46-M,817,STRONG,43000,0.1767,40000.0,1,0
GT-WBR-2104-GTWH6-4,802,STRONG,45000,0.1792,54500.0,1,0
GT-TND-2305-V2ZH9-D,740,RELIABLE,25500,0.2223,30300.0,1,0
GT-MHD-2307-1TS1K-0,834,STRONG,50000,0.1743,51400.0,1,1
GT-WBW-2108-GAX9Y-Z,803,STRONG,41500,0.179,43500.0,1,0
GT-GJD-2110-3V5SB-5,799,RELIABLE,44500,0.2097,46100.0,1,0
GT-MHW-2109-CXVVC-8,600,EMERGING,16000,0.3,0.0,0,1
GT-MHD-2310-AXGDB-F,600,EMERGING,16000,0.3,0.0,0,0
GT-TGD-2105-6HZB7-4,520,EMERGING,12500,0.3,0.0,0,0
GT-KAD-2309-8Q6GM-T,724,RELIABLE,24500,0.2266,24800.0,1,0
GT-MHD-2111-V8G90-O,887,STRONG,65500,0.1682,59300.0,1,0
GT-GJR-2209-RVJNM-V,910,PRIME,94000,0.1462,94800.0,1,0
GT-DLW-2305-H4SZ0-J,657,RELIABLE,22500,0.2503,0.0,0,0
GT-TGC-2102-XQRWW-W,647,EMERGING,14000,0.2948,12300.0,1,0
GT-GJD-2309-XVHH8-0,690,RELIABLE,22000,0.2375,21100.0,1,1
GT-MHD-2208-S3QW8-5,762,RELIABLE,30000,0.217,29700.0,1,0
GT-DLD-2304-Q7R1S-W,838,STRONG,44500,0.1737,43900.0,1,0
GT-DLW-2209-39GT5-O,789,RELIABLE,37000,0.2115,34400.0,1,0
GT-TGD-2106-315YZ-6,780,RELIABLE,24000,0.2133,22000.0,1,0
GT-WBD-2211-KQ0GB-W,600,EMERGING,15000,0.3,0.0,0,0
GT-KAC-2402-K8XCZ-O,711,RELIABLE,19000,0.2305,0.0,0,0
GT-TGC-2310-FJ7XF-5,746,RELIABLE,25500,0.2208,23800.0,1,0
GT-GJF-2108-49QXK-M,743,RELIABLE,22500,0.2215,27400.0,1,0
GT-RJD-2303-SK2DY-X,604,EMERGING,5500,0.3,0.0,0,1
GT-WBR-2102-9DS3B-C,662,RELIABLE,17500,0.2482,14000.0,1,0
GT-GJD-2106-ZV0NN-Y,684,RELIABLE,17500,0.2397,22700.0,1,0
GT-RJF-2307-5GAY3-W,859,STRONG,50500,0.1711,54700.0,1,0
GT-UPW-2305-1TB5N-J,784,RELIABLE,27500,0.2125,27800.0,1,1
GT-WBD-2208-AFZY9-A,600,EMERGING,19000,0.3,19100.0,1,0
GT-WBC-2111-T6RQG-X,613,EMERGING,8500,0.3,0.0,0,1
GT-KLR-2306-0XH3Z-5,575,EMERGING,8500,0.3,0.0,0,0
GT-UPW-2306-EHQ2A-3,767,RELIABLE,49000,0.2159,59200.0,1,0
GT-DLD-2209-D515B-X,514,EMERGING,5500,0.3,0.0,0,1
GT-TGR-2111-DRD7A-B,816,STRONG,53500,0.1769,52900.0,1,0
GT-UPD-2202-X20GH-S,600,EMERGING,9000,0.3,0.0,0,1
GT-WBF-2110-2WAGA-9,809,STRONG,47500,0.178,48100.0,1,0
GT-TGD-2403-6Z3V2-4,663,RELIABLE,17500,0.2478,16900.0,1,0
GT-GJD-2109-QDEFS-1,855,STRONG,56000,0.1716,48300.0,1,0
GT-TNW-2112-T4JWS-D,953,PRIME,147000,0.1432,121500.0,1,0
GT-GJW-2403-QTW75-N,553,EMERGING,6000,0.3,0.0,0,1
GT-UPF-2111-QZK7T-M,800,STRONG,55500,0.1795,49900.0,1,0
